,Date,Polarity
4363,2020-01-27,0.0
4365,2020-01-27,0.3366666666666666
4366,2020-01-27,0.35
4368,2020-01-27,0.0
4369,2020-01-27,0.4
4370,2020-01-27,-0.1124999999999999
4371,2020-01-27,0.2333333333333333
4372,2020-01-27,0.0
4373,2020-01-27,0.125
4374,2020-01-27,0.0
4375,2020-01-27,0.4
4378,2020-01-27,0.0
4380,2020-01-27,0.0
4381,2020-01-27,0.0
4382,2020-01-27,0.0
4385,2020-01-27,0.0
4386,2020-01-27,0.2
4389,2020-01-27,0.0
4390,2020-01-27,0.0
4391,2020-01-27,0.0
4392,2020-01-27,0.0
4395,2020-01-27,0.2
4396,2020-01-27,0.0
4397,2020-01-27,0.6
4399,2020-01-27,-0.2284090909090909
4400,2020-01-27,0.0
4401,2020-01-27,0.4
4402,2020-01-27,0.0
4403,2020-01-27,0.0
4405,2020-01-27,0.0
4407,2020-01-27,0.0
4408,2020-01-27,0.1363636363636363
4410,2020-01-27,0.4
4412,2020-01-27,0.5
4413,2020-01-27,0.2166666666666666
4414,2020-01-27,-0.2142857142857142
4417,2020-01-27,0.0
4418,2020-01-27,-0.2
4419,2020-01-27,0.0
4420,2020-01-27,0.1666666666666666
4424,2020-01-27,0.0865384615384615
4425,2020-01-27,-0.7
4428,2020-01-27,0.5
4429,2020-01-27,0.25
4430,2020-01-27,0.0
4432,2020-01-27,0.0
4434,2020-01-27,0.0
4435,2020-01-27,-0.2142857142857142
4436,2020-01-27,0.5
4440,2020-01-27,0.2
4441,2020-01-27,0.5
4443,2020-01-27,0.0
4444,2020-01-27,-0.35
4446,2020-01-27,0.0
4448,2020-01-27,0.0
4449,2020-01-27,0.0
4450,2020-01-27,0.0
4451,2020-01-27,1.0
4452,2020-01-27,0.0
4454,2020-01-27,-0.0625
4455,2020-01-27,-0.3
4457,2020-01-27,-0.4
4458,2020-01-27,-0.7142857142857143
4462,2020-01-27,-0.2
4464,2020-01-27,0.4
4465,2020-01-27,0.4
4466,2020-01-27,0.0
4467,2020-01-27,0.0
4468,2020-01-27,0.0
4469,2020-01-27,0.2121212121212121
4470,2020-01-27,-0.4
4474,2020-01-27,0.5
4475,2020-01-27,-0.38
4477,2020-01-27,0.0
4478,2020-01-27,0.3333333333333333
4479,2020-01-27,0.5
4480,2020-01-27,0.0
4482,2020-01-27,-0.1124999999999999
4483,2020-01-27,0.0
4484,2020-01-27,0.8
4486,2020-01-27,0.0
4487,2020-01-27,0.0
4488,2020-01-27,0.0
4489,2020-01-27,0.0
4490,2020-01-27,0.0
4492,2020-01-27,0.0
4493,2020-01-27,0.0
4495,2020-01-27,-0.25
4496,2020-01-27,0.0
4499,2020-01-27,0.0
4500,2020-01-27,0.2857142857142857
4502,2020-01-27,0.2
4505,2020-01-27,0.1363636363636363
4507,2020-01-27,0.2242424242424242
4508,2020-01-27,0.0
4510,2020-01-27,0.125
4512,2020-01-27,0.0
4517,2020-01-27,0.1363636363636363
4518,2020-01-27,0.4
4520,2020-01-27,0.1363636363636363
4523,2020-01-27,0.7
4526,2020-01-27,0.0
4528,2020-01-27,-0.6999999999999998
4529,2020-01-27,0.0
4530,2020-01-27,0.0
4532,2020-01-27,0.25
4533,2020-01-27,0.0
4535,2020-01-27,0.0
4537,2020-01-27,0.0
4538,2020-01-27,0.0
4540,2020-01-27,0.2
4541,2020-01-27,0.0
4542,2020-01-27,0.25
4543,2020-01-27,0.1363636363636363
4544,2020-01-27,0.0
4548,2020-01-27,0.0
4552,2020-01-27,0.0
4554,2020-01-27,0.0
4555,2020-01-27,0.1166666666666666
4557,2020-01-27,-0.4
4558,2020-01-27,0.0
4561,2020-01-27,0.0
4562,2020-01-27,0.0
4564,2020-01-27,0.0
4565,2020-01-27,0.0
4566,2020-01-27,0.0
4567,2020-01-27,0.125
4568,2020-01-27,0.0
4569,2020-01-27,-0.4571428571428572
4570,2020-01-27,0.2
4572,2020-01-27,0.0
4573,2020-01-27,0.0
4576,2020-01-27,0.1363636363636363
4578,2020-01-27,0.1363636363636363
4579,2020-01-27,0.1363636363636363
4582,2020-01-27,0.1
4584,2020-01-27,0.5
4585,2020-01-27,0.0
4586,2020-01-27,0.0
4587,2020-01-27,0.1704545454545454
4588,2020-01-27,0.1333333333333333
4589,2020-01-27,0.4499999999999999
4590,2020-01-27,-0.0333333333333333
4592,2020-01-27,0.0
4593,2020-01-27,0.0
4594,2020-01-27,0.0
4597,2020-01-27,0.0
4598,2020-01-27,0.0
4600,2020-01-27,0.25
4602,2020-01-27,-0.0813802083333333
4604,2020-01-27,0.2333333333333333
4605,2020-01-27,0.2333333333333333
4607,2020-01-27,0.0
4609,2020-01-27,0.5
4610,2020-01-27,-0.2
4611,2020-01-27,0.1363636363636363
4613,2020-01-27,0.35
4614,2020-01-27,0.0
4615,2020-01-27,0.0
4617,2020-01-27,-0.0666666666666666
4620,2020-01-27,0.0
4623,2020-01-27,0.0
4625,2020-01-27,-0.4
4627,2020-01-27,0.1833333333333333
4628,2020-01-27,0.0
4629,2020-01-27,0.0
4630,2020-01-27,0.1363636363636363
4635,2020-01-27,0.0
4638,2020-01-27,-0.3499999999999999
4639,2020-01-27,0.5
4640,2020-01-27,0.5
4643,2020-01-27,0.2
4644,2020-01-27,0.0
4645,2020-01-27,0.1363636363636363
4646,2020-01-27,0.0
4647,2020-01-27,0.0
4648,2020-01-27,0.5
4649,2020-01-27,-0.25
4650,2020-01-27,0.1
4651,2020-01-27,0.0
4652,2020-01-27,0.0
4653,2020-01-27,0.3571428571428571
4654,2020-01-27,0.0
4655,2020-01-27,-0.125
4656,2020-01-27,0.0
4657,2020-01-27,0.0
4659,2020-01-27,-0.1333333333333333
4660,2020-01-27,0.0
4662,2020-01-27,0.0
4663,2020-01-27,0.4125
4664,2020-01-27,0.5
4666,2020-01-27,-0.1
4668,2020-01-27,-0.1541666666666666
4670,2020-01-27,0.0
4671,2020-01-27,-0.2
4672,2020-01-27,0.0
4673,2020-01-27,0.25
4674,2020-01-27,0.0
4675,2020-01-27,0.0
4676,2020-01-27,0.0
4680,2020-01-27,0.0
4681,2020-01-27,0.0
4682,2020-01-27,-0.7142857142857143
4683,2020-01-27,0.1681818181818181
4685,2020-01-27,-0.2
4686,2020-01-27,0.0
4687,2020-01-27,0.0
4690,2020-01-27,0.5
4691,2020-01-27,0.0
4693,2020-01-27,0.0
4694,2020-01-27,0.2
4695,2020-01-27,-0.125
4698,2020-01-27,0.05
4700,2020-01-27,0.0
4701,2020-01-27,0.03125
4706,2020-01-27,-0.2
4708,2020-01-27,-0.5333333333333333
4709,2020-01-27,0.0
4710,2020-01-27,0.1999999999999999
4712,2020-01-27,0.0
4714,2020-01-27,0.3121212121212121
4715,2020-01-27,0.0681818181818181
4717,2020-01-27,-0.125
4718,2020-01-27,-0.2
4720,2020-01-27,-0.1
4721,2020-01-27,-0.1083333333333333
4724,2020-01-27,0.0
4727,2020-01-27,-0.1666666666666666
4728,2020-01-27,0.0
4729,2020-01-27,0.25
4730,2020-01-27,0.0
4731,2020-01-27,0.0
4733,2020-01-27,0.0
4734,2020-01-27,-0.3333333333333333
4736,2020-01-27,0.0
4737,2020-01-27,0.0
4738,2020-01-27,0.0
4739,2020-01-27,-0.125
4741,2020-01-27,0.0
4742,2020-01-27,-0.0999999999999999
4743,2020-01-27,0.0
4745,2020-01-27,-0.05
4747,2020-01-27,0.5
4748,2020-01-27,0.1
4749,2020-01-27,0.4
4750,2020-01-27,-0.6
4751,2020-01-27,0.0
4753,2020-01-27,0.1681818181818181
4755,2020-01-27,0.0
4756,2020-01-27,0.0
4757,2020-01-27,-0.1555555555555555
4759,2020-01-27,0.0
4762,2020-01-27,0.0
4763,2020-01-27,0.0
4764,2020-01-27,0.0
4765,2020-01-27,0.0
4766,2020-01-27,0.1363636363636363
4767,2020-01-27,0.0
4768,2020-01-27,0.0
4769,2020-01-27,0.0
4770,2020-01-27,0.0
4771,2020-01-27,0.6
4773,2020-01-27,0.0
4774,2020-01-27,0.1625
4775,2020-01-27,0.0
4776,2020-01-27,0.0
4777,2020-01-27,0.0
4779,2020-01-27,0.0
4780,2020-01-27,0.2333333333333333
4783,2020-01-27,0.6625
4784,2020-01-27,0.2
4785,2020-01-27,0.0
4788,2020-01-27,-0.2
4789,2020-01-27,0.125
4792,2020-01-27,0.0
4794,2020-01-27,0.0681818181818181
4795,2020-01-27,0.2
4796,2020-01-27,0.0
4798,2020-01-27,0.0
4799,2020-01-27,0.0
4800,2020-01-27,0.48828125
4801,2020-01-27,-0.6
4802,2020-01-27,0.0
4803,2020-01-27,0.15
4804,2020-01-27,0.25
4805,2020-01-27,0.0
4806,2020-01-27,0.4000000000000001
4807,2020-01-27,0.65
4808,2020-01-27,0.0
4809,2020-01-27,0.0
4812,2020-01-27,0.0
4813,2020-01-27,0.0
4814,2020-01-27,0.0
4816,2020-01-27,0.0
4817,2020-01-27,0.3787878787878787
4818,2020-01-27,0.0
4824,2020-01-27,-0.125
4825,2020-01-27,0.0
4828,2020-01-27,0.0
4829,2020-01-27,-0.6874999999999999
4831,2020-01-27,0.0
4832,2020-01-27,0.0
4833,2020-01-27,0.0166666666666666
4834,2020-01-27,0.0
4835,2020-01-27,0.0
4836,2020-01-27,0.0
4837,2020-01-27,0.0
4843,2020-01-27,0.0
4844,2020-01-27,-0.2
4847,2020-01-27,0.0
4849,2020-01-27,-0.6
4851,2020-01-27,0.0
4853,2020-01-27,-0.2
4854,2020-01-27,-0.1333333333333333
4856,2020-01-27,0.0
4857,2020-01-27,0.5
4859,2020-01-27,0.0
4860,2020-01-27,-0.5
4862,2020-01-27,0.0
4864,2020-01-27,0.0
4868,2020-01-27,0.0
4869,2020-01-27,-0.0875
4871,2020-01-27,0.0
4872,2020-01-27,0.3181818181818182
4874,2020-01-27,0.0
4875,2020-01-27,0.14375
4876,2020-01-27,0.4
4880,2020-01-27,-0.15
4882,2020-01-27,0.0
4883,2020-01-27,0.0
4886,2020-01-27,-0.0666666666666666
4888,2020-01-27,0.0
4889,2020-01-27,0.0
4890,2020-01-27,0.0
4891,2020-01-27,0.0
4892,2020-01-27,-0.3
4893,2020-01-27,0.5
4894,2020-01-27,-0.2
4895,2020-01-27,0.0
4896,2020-01-27,0.0
4898,2020-01-27,0.2
4899,2020-01-27,-0.35
4900,2020-01-27,0.0
4902,2020-01-27,0.0
4903,2020-01-27,0.0
4907,2020-01-27,0.7
4909,2020-01-27,0.2681818181818182
4910,2020-01-27,0.0
4913,2020-01-27,0.0
4914,2020-01-27,0.0
4915,2020-01-27,0.0
4917,2020-01-27,-0.05
4919,2020-01-27,0.0
4920,2020-01-27,0.25
4921,2020-01-27,0.0
4922,2020-01-27,-0.25
4923,2020-01-27,0.3681818181818181
4926,2020-01-27,0.0
4927,2020-01-27,-0.15
4930,2020-01-27,0.0
4932,2020-01-27,0.0
4933,2020-01-27,0.0
4934,2020-01-27,-0.3
4935,2020-01-27,-0.7999999999999999
4936,2020-01-27,0.0
4938,2020-01-27,0.0
4940,2020-01-27,0.0975
4942,2020-01-27,0.0
4944,2020-01-27,0.0
4945,2020-01-27,0.0
4947,2020-01-27,0.1363636363636363
4948,2020-01-27,-0.2
4949,2020-01-27,0.0
4951,2020-01-27,0.0
4952,2020-01-27,0.5
4954,2020-01-27,0.1
4955,2020-01-27,0.0
4956,2020-01-27,0.0
4959,2020-01-27,0.25
4961,2020-01-27,-0.1333333333333333
4962,2020-01-27,0.025
4964,2020-01-27,0.0
4965,2020-01-27,0.0
4966,2020-01-27,0.0
4967,2020-01-27,-0.0818181818181818
4968,2020-01-27,0.5
4970,2020-01-27,0.0
4971,2020-01-27,0.0
4972,2020-01-27,0.0
4974,2020-01-27,-0.4
4975,2020-01-27,0.0499999999999999
4976,2020-01-27,-0.2
11269,2020-01-27,0.1833333333333333
11270,2020-01-27,0.2166666666666666
11271,2020-01-27,0.0
11272,2020-01-27,0.5
11273,2020-01-27,-0.2
11274,2020-01-27,0.0
11275,2020-01-27,0.0
11276,2020-01-27,0.0
11277,2020-01-27,0.0
11278,2020-01-27,-0.0318181818181818
11279,2020-01-27,0.0
11280,2020-01-27,0.0
11281,2020-01-27,0.0454545454545454
11282,2020-01-27,0.0
11284,2020-01-27,0.0
11285,2020-01-27,0.0
11287,2020-01-27,0.0249999999999999
11289,2020-01-27,0.5
11290,2020-01-27,-0.7142857142857143
11291,2020-01-27,0.0
11292,2020-01-27,0.0
11293,2020-01-27,0.0
11294,2020-01-27,-0.5424603174603175
11295,2020-01-27,0.5
11296,2020-01-27,0.0
11300,2020-01-27,0.55
11301,2020-01-27,0.0
11303,2020-01-27,0.25
11304,2020-01-27,0.0
11305,2020-01-27,0.5
11307,2020-01-27,0.0
11308,2020-01-27,0.0
11310,2020-01-27,-0.2
11311,2020-01-27,-0.0328571428571428
11312,2020-01-27,0.0
11313,2020-01-27,-0.9
11315,2020-01-27,-0.05
11316,2020-01-27,-0.1
11317,2020-01-27,-0.3
11319,2020-01-27,0.1363636363636363
11320,2020-01-27,0.0
11321,2020-01-27,-0.3125
11322,2020-01-27,0.0
11323,2020-01-27,0.08125
11324,2020-01-27,-0.5
11325,2020-01-27,0.2
11327,2020-01-27,0.0
11329,2020-01-27,0.25
11330,2020-01-27,-0.2
11331,2020-01-27,0.15
11332,2020-01-27,0.0
11333,2020-01-27,0.0
11334,2020-01-27,-0.05
11335,2020-01-27,0.1
11336,2020-01-27,0.0
11337,2020-01-27,0.2121212121212121
11339,2020-01-27,0.25
11340,2020-01-27,0.1571428571428571
11341,2020-01-27,0.0
11343,2020-01-27,0.0
11344,2020-01-27,0.0416666666666666
11345,2020-01-27,0.15
11347,2020-01-27,0.0
11348,2020-01-27,0.0
11351,2020-01-27,0.0
11352,2020-01-27,0.0
11354,2020-01-27,0.075
11355,2020-01-27,0.0
11356,2020-01-27,0.1
11357,2020-01-27,-0.0892857142857142
11358,2020-01-27,0.275
11360,2020-01-27,0.1666666666666666
11361,2020-01-27,0.0
11362,2020-01-27,0.0
11363,2020-01-27,0.3666666666666667
11364,2020-01-27,0.1681818181818181
11365,2020-01-27,0.0
11367,2020-01-27,-0.0666666666666667
11370,2020-01-27,0.5
11373,2020-01-27,0.0
11374,2020-01-27,0.2857142857142857
11375,2020-01-27,0.325
11376,2020-01-27,-0.2
11378,2020-01-27,0.0
11379,2020-01-27,0.1
11381,2020-01-27,0.0
11383,2020-01-27,0.25
11384,2020-01-27,-0.1083333333333333
11385,2020-01-27,0.2272727272727272
11386,2020-01-27,0.0
11387,2020-01-27,0.225
11390,2020-01-27,0.0
11391,2020-01-27,0.0
11392,2020-01-27,0.0454545454545454
11393,2020-01-27,0.0
11395,2020-01-27,0.0
11396,2020-01-27,-0.125
11397,2020-01-27,0.0
11398,2020-01-27,0.0181818181818181
11399,2020-01-27,0.0
11401,2020-01-27,0.0
11402,2020-01-27,0.0
11403,2020-01-27,0.0
11406,2020-01-27,0.0
11407,2020-01-27,0.0
11408,2020-01-27,0.6
11409,2020-01-27,0.1704545454545454
11412,2020-01-27,0.5
11413,2020-01-27,0.25
11414,2020-01-27,0.0
11415,2020-01-27,-0.3
11416,2020-01-27,0.0
11417,2020-01-27,-0.1555555555555555
11419,2020-01-27,0.0
11420,2020-01-27,0.0
11421,2020-01-27,-0.025
11425,2020-01-27,0.4
11427,2020-01-27,0.0
11429,2020-01-27,0.0
11430,2020-01-27,-0.1479166666666666
11431,2020-01-27,0.0
11432,2020-01-27,0.0
11434,2020-01-27,0.5
11439,2020-01-27,0.1
11441,2020-01-27,0.5
11442,2020-01-27,0.4
11443,2020-01-27,0.0
11444,2020-01-27,0.0
11445,2020-01-27,0.0
11446,2020-01-27,-0.1666666666666666
11447,2020-01-27,-0.125
11448,2020-01-27,0.0
11449,2020-01-27,0.0
11450,2020-01-27,0.2333333333333333
11451,2020-01-27,0.0
11453,2020-01-27,0.2333333333333333
11454,2020-01-27,0.5
11455,2020-01-27,0.5
11456,2020-01-27,0.2166666666666666
11457,2020-01-27,0.0
11458,2020-01-27,-0.5
11459,2020-01-27,0.0
11460,2020-01-27,0.1333333333333333
11461,2020-01-27,-0.25
11462,2020-01-27,0.0
11463,2020-01-27,-0.4499999999999999
11464,2020-01-27,0.0
11466,2020-01-27,0.0
11469,2020-01-27,0.0
11470,2020-01-27,-0.0625
11471,2020-01-27,0.0
11472,2020-01-27,0.0
11473,2020-01-27,0.0
11474,2020-01-27,0.0
11475,2020-01-27,0.0
11476,2020-01-27,0.0
11477,2020-01-27,0.0
11478,2020-01-27,0.0
11479,2020-01-27,0.5
11481,2020-01-27,0.0
11482,2020-01-27,0.2166666666666666
11483,2020-01-27,0.0
11484,2020-01-27,0.5
11485,2020-01-27,0.5
11486,2020-01-27,0.0
11487,2020-01-27,0.0
11488,2020-01-27,0.0
11489,2020-01-27,0.0681818181818181
11491,2020-01-27,0.0
11492,2020-01-27,0.0
11493,2020-01-27,0.0
11494,2020-01-27,0.0
11495,2020-01-27,0.1999999999999999
11496,2020-01-27,0.0
11497,2020-01-27,-0.6
11498,2020-01-27,0.4666666666666666
11500,2020-01-27,0.0
11501,2020-01-27,0.0
11502,2020-01-27,0.0
11503,2020-01-27,0.0
11504,2020-01-27,0.0625
11505,2020-01-27,0.0
11506,2020-01-27,-0.25
11507,2020-01-27,0.0
11508,2020-01-27,0.0
11509,2020-01-27,0.0
11511,2020-01-27,-0.0666666666666666
11512,2020-01-27,-0.1
11513,2020-01-27,0.08
11514,2020-01-27,0.0
11515,2020-01-27,0.0
11516,2020-01-27,-0.125
11517,2020-01-27,0.6
11518,2020-01-27,-0.2
11519,2020-01-27,0.0
11520,2020-01-27,0.1363636363636363
11521,2020-01-27,0.0
11522,2020-01-27,0.3
11523,2020-01-27,0.4000000000000001
11525,2020-01-27,0.5
11526,2020-01-27,0.0
11527,2020-01-27,-0.5
11528,2020-01-27,-0.19375
11529,2020-01-27,0.0
11530,2020-01-27,0.0533333333333333
11531,2020-01-27,0.0
11532,2020-01-27,0.0
11534,2020-01-27,0.0096153846153846
11535,2020-01-27,0.0
11536,2020-01-27,0.0
11537,2020-01-27,0.0
11539,2020-01-27,0.0
11540,2020-01-27,0.3333333333333333
11541,2020-01-27,0.0
11542,2020-01-27,0.0
11543,2020-01-27,0.375
11544,2020-01-27,0.0
11545,2020-01-27,0.5
11546,2020-01-27,0.0
11547,2020-01-27,-0.3
11548,2020-01-27,0.0
11549,2020-01-27,0.0
11550,2020-01-27,0.0
11552,2020-01-27,0.5
11553,2020-01-27,0.0
11555,2020-01-27,0.2
11557,2020-01-27,0.0
11558,2020-01-27,0.0
11559,2020-01-27,0.1363636363636363
11561,2020-01-27,0.0
11562,2020-01-27,0.0499999999999999
11564,2020-01-27,0.0121212121212121
11567,2020-01-27,0.0
11568,2020-01-27,0.0
11569,2020-01-27,0.0
11570,2020-01-27,-0.0625
11572,2020-01-27,0.25
11573,2020-01-27,0.2119047619047619
11574,2020-01-27,0.0
11575,2020-01-27,-0.15
11577,2020-01-27,0.3333333333333333
11578,2020-01-27,0.0
11579,2020-01-27,0.0
11580,2020-01-27,-0.25
11581,2020-01-27,0.2681818181818182
11583,2020-01-27,0.0
11584,2020-01-27,0.35
11586,2020-01-27,-0.3125
11587,2020-01-27,0.1363636363636363
11588,2020-01-27,0.0
11589,2020-01-27,0.0
11594,2020-01-27,0.0
11595,2020-01-27,0.1
11596,2020-01-27,-0.2
11597,2020-01-27,-0.2
11598,2020-01-27,0.0
11599,2020-01-27,0.4000000000000001
11600,2020-01-27,-0.0333333333333333
11601,2020-01-27,0.0
11605,2020-01-27,0.35
11606,2020-01-27,-0.2
11607,2020-01-27,0.25
11608,2020-01-27,0.1
11609,2020-01-27,-0.2
11610,2020-01-27,0.0
11611,2020-01-27,0.1833333333333333
11612,2020-01-27,0.1931818181818181
11613,2020-01-27,0.0681818181818181
11614,2020-01-27,-0.0318181818181818
11615,2020-01-27,0.175
11616,2020-01-27,0.0
11617,2020-01-27,0.2583333333333333
11618,2020-01-27,0.4
11619,2020-01-27,-0.0625
11620,2020-01-27,0.1363636363636363
11621,2020-01-27,0.2098214285714285
11622,2020-01-27,0.0
11623,2020-01-27,0.0
11624,2020-01-27,0.0
11626,2020-01-27,0.1363636363636363
11627,2020-01-27,0.1
11628,2020-01-27,0.4549999999999999
11629,2020-01-27,0.0
11630,2020-01-27,0.6
11632,2020-01-27,0.25
11634,2020-01-27,0.0
11635,2020-01-27,0.0
11638,2020-01-27,0.0
11639,2020-01-27,0.3571428571428571
11640,2020-01-27,0.0
11644,2020-01-27,0.0666666666666666
11645,2020-01-27,0.0
11646,2020-01-27,0.0
11647,2020-01-27,0.6000000000000001
11649,2020-01-27,0.1
11650,2020-01-27,0.0
11651,2020-01-27,0.0
11652,2020-01-27,0.0
11653,2020-01-27,0.0
11654,2020-01-27,0.0
11655,2020-01-27,0.0
11656,2020-01-27,0.0
11659,2020-01-27,-0.15
11660,2020-01-27,0.0
11661,2020-01-27,0.625
11663,2020-01-27,-0.1
11664,2020-01-27,-1.0
11665,2020-01-27,0.0375
11668,2020-01-27,0.0
11670,2020-01-27,0.0
11672,2020-01-27,0.0
11673,2020-01-27,0.0
11675,2020-01-27,0.0
11677,2020-01-27,-0.25
11680,2020-01-27,0.1571428571428571
11681,2020-01-27,0.0454545454545454
11682,2020-01-27,0.0
11683,2020-01-27,-0.0212121212121212
11684,2020-01-27,0.0
11686,2020-01-27,0.0
11689,2020-01-27,0.0
11690,2020-01-27,-0.2
11692,2020-01-27,0.0681818181818181
11693,2020-01-27,0.16
11694,2020-01-27,-0.1
11696,2020-01-27,0.0
11697,2020-01-27,0.2
